Site,Region,Plot_No,Species_Code,Latin_Name,DBH(cm),Browse,Other_damage
TNCW_10SE,ME,1015,BEPO,Betula populifolia,3.1,,
TNCW_10SE,ME,1015,BEPO,Betula populifolia,4.1,,
TNCW_10SE,ME,1015,BEPO,Betula populifolia,4.7,,
TNCW_10SE,ME,1015,BEPO,Betula populifolia,5.0,,
TNCW_10SE,ME,1015,QUIL,Quercus ilicifolia,2.5,,
TNCW_10SE,ME,1014,QUIL,Quercus ilicifolia,4.6,,
TNCW_10SE,ME,1013,BEPO,Betula populifolia,3.2,,
TNCW_10SE,ME,1013,BEPO,Betula populifolia,6.2,,
TNCW_10SE,ME,1013,BEPO,Betula populifolia,8.2,,
TNCW_10SE,ME,1013,QUIL,Quercus ilicifolia,3.2,,
TNCW_10SE,ME,1012,NA,No species found,0.0,,
TNCW_10SE,ME,1011,QUIL,Quercus ilicifolia,2.5,,
TNCW_10SE,ME,1011,QUIL,Quercus ilicifolia,5.1,,
TNCW_10SE,ME,1011,QUIL,Quercus ilicifolia,3.8,,
TNCW_10SE,ME,1010,QUIL,Quercus ilicifolia,3.0,,
TNCW_10SE,ME,1010,QUIL,Quercus ilicifolia,5.3,,
TNCW_10SE,ME,1010,QUIL,Quercus ilicifolia,4.0,,
TNCW_10SE,ME,1010,QUIL,Quercus ilicifolia,2.5,,
TNCW_10SE,ME,1010,QUIL,Quercus ilicifolia,3.9,,
TNCW_10SE,ME,1010,QUIL,Quercus ilicifolia,3.0,,
TNCW_10SE,ME,1010,QUIL,Quercus ilicifolia,2.7,,
TNCW_10SE,ME,1010,QUIL,Quercus ilicifolia,3.3,,
TNCW_10SE,ME,1010,QUIL,Quercus ilicifolia,2.5,,
TNCW_10SE,ME,1010,QUIL,Quercus ilicifolia,3.8,,
CE_B7_C,MA,499,NA,No species found,0.0,,
CE_B7_C,MA,498,NA,No species found,0.0,,
CE_B7_C,MA,497,NA,No species found,0.0,,
CE_B7_C,MA,496,NA,No species found,0.0,,
CE_B7_C,MA,495,QUCO,Quercus coccinea,5.6,,
CE_B7_C,MA,494,NA,No species found,0.0,,
CE_B7_C,MA,493,NA,No species found,0.0,,
CE_B7_C,MA,492,NA,No species found,0.0,,
CE_B7_C,MA,491,NA,No species found,0.0,,
CE_B7_C,MA,490,NA,No species found,0.0,,
CE_B7_C,MA,489,NA,No species found,0.0,,
CE_B7_C,MA,488,NA,No species found,0.0,,
CE_B7_C,MA,487,NA,No species found,0.0,,
CE_B7_C,MA,486,NA,No species found,0.0,,
CE_B7_C,MA,485,NA,No species found,0.0,,
CE_B7_C,MA,484,NA,No species found,0.0,,
CE_B7_C,MA,483,NA,No species found,0.0,,
CE_B7_C,MA,482,NA,No species found,0.0,,
CE_B7_C,MA,481,NA,No species found,0.0,,
CE_B7_C,MA,480,NA,No species found,0.0,,
CE_B7_C,MA,479,NA,No species found,0.0,,
CE_B7_B,MA,478,NA,No species found,0.0,,
CE_B7_B,MA,477,NA,No species found,0.0,,
CE_B7_B,MA,476,QUCO,Quercus coccinea,4.3,,DEFOLIATED BY LATE FROST
CE_B7_B,MA,475,NA,No species found,0.0,,
CE_B7_B,MA,474,NA,No species found,0.0,,
CE_B7_B,MA,473,NA,No species found,0.0,,
CE_B7_B,MA,472,NA,No species found,0.0,,
CE_B7_B,MA,471,NA,No species found,0.0,,
CE_B7_B,MA,470,NA,No species found,0.0,,
CE_B7_B,MA,469,NA,No species found,0.0,,
CE_B7_B,MA,468,SAAL,Sassafras albidum,3.9,,
CE_B7_B,MA,467,NA,No species found,0.0,,
CE_B7_B,MA,466,NA,No species found,0.0,,
CE_B7_B,MA,465,NA,No species found,0.0,,
CE_B7_B,MA,464,NA,No species found,0.0,,
CE_B7_B,MA,463,NA,No species found,0.0,,
CE_B7_B,MA,462,QUCO,Quercus coccinea,7.3,,
CE_B7_B,MA,461,NA,No species found,0.0,,
CE_B7_B,MA,460,NA,No species found,0.0,,
CE_B7_B,MA,459,QUCO,Quercus coccinea,6.7,,SOME FIRE DAMAGE TO BOLE
